Fecha,Close,return aritm,return geom
30-Oct-07,"31,783.62",-0.009879536,-0.004311963
31-Oct-07,"31,458.67",-0.010223795,-0.004462991
01-Nov-07,"30,806.30",-0.02073734,-0.009100805
05-Nov-07,"30,157.69",-0.021054502,-0.009241487
06-Nov-07,"30,430.50",0.009046136,0.003911023
07-Nov-07,"29,582.21",-0.027876277,-0.012278459
08-Nov-07,"29,289.72",-0.009887369,-0.004315399
09-Nov-07,"29,158.86",-0.004467824,-0.001944699
12-Nov-07,"28,185.90",-0.033367526,-0.014738619
13-Nov-07,"29,484.78",0.046082576,0.019565968
14-Nov-07,"29,655.68",0.005796224,0.002510001
15-Nov-07,"29,170.90",-0.016346929,-0.007158048
16-Nov-07,"29,631.57",0.015792105,0.006804833
20-Nov-07,"29,050.52",-0.019609179,-0.008600764
21-Nov-07,"28,446.45",-0.020793787,-0.00912584
22-Nov-07,"28,520.16",0.002591217,0.001123896
23-Nov-07,"28,710.87",0.006686813,0.00289438
26-Nov-07,"27,883.01",-0.028834354,-0.012706689
27-Nov-07,"28,124.65",0.008666232,0.003747482
28-Nov-07,"29,276.39",0.040951273,0.017430401
29-Nov-07,"29,399.92",0.004219417,0.001828614
30-Nov-07,"29,770.52",0.012605463,0.005440266
03-Dec-07,"29,968.53",0.006651203,0.002879017
04-Dec-07,"29,998.79",0.001009718,0.000438294
05-Dec-07,"30,761.64",0.025429412,0.01090577
06-Dec-07,"31,257.30",0.01611293,0.006941978
07-Dec-07,"31,268.36",0.000353792,0.000153623
10-Dec-07,"31,182.75",-0.002737891,-0.001190682
11-Dec-07,"30,327.36",-0.027431533,-0.012079815
13-Dec-07,"30,088.04",-0.007891235,-0.003440713
14-Dec-07,"29,994.90",-0.003095538,-0.00134646
17-Dec-07,"28,968.20",-0.034229191,-0.015125926
18-Dec-07,"29,254.98",0.009899865,0.004278314
19-Dec-07,"29,074.12",-0.006182241,-0.002693247
20-Dec-07,"29,148.45",0.002556572,0.001108888
21-Dec-07,"29,638.40",0.016808825,0.007239307
24-Dec-07,"29,853.77",0.007266557,0.003144415
26-Dec-07,"30,002.46",0.004980658,0.002157703
27-Dec-07,"29,642.12",-0.012010408,-0.00524763
28-Dec-07,"29,700.19",0.001959047,0.000849971
31-Dec-07,"29,536.83",-0.005500281,-0.002395335
