fechas,mexbol_index,
10-Nov-16,45224.38,
11-Nov-16,44978.25,
12-Nov-16,44978.25,
13-Nov-16,44978.25,
14-Nov-16,45306.48,
15-Nov-16,45023.65,
16-Nov-16,44901.57,
17-Nov-16,44919.69,
18-Nov-16,44364.17,
19-Nov-16,44364.17,
20-Nov-16,44364.17,
21-Nov-16,44364.17,
22-Nov-16,44868.77,
23-Nov-16,45184.08,
24-Nov-16,45265.9,
25-Nov-16,45357.85,
26-Nov-16,45357.85,
27-Nov-16,45357.85,
28-Nov-16,45470.61,
29-Nov-16,45372.19,
30-Nov-16,45315.96,
1-Dec-16,44884.86,
2-Dec-16,44555.26,
3-Dec-16,44555.26,
4-Dec-16,44555.26,
5-Dec-16,44937.3,
6-Dec-16,45103.22,
7-Dec-16,45609.9,
8-Dec-16,46360.23,
9-Dec-16,46913.47,
10-Dec-16,46913.47,
11-Dec-16,46913.47,
12-Dec-16,46913.47,
13-Dec-16,46870.24,
14-Dec-16,46220.54,
15-Dec-16,45871.96,
16-Dec-16,45121.39,
17-Dec-16,45121.39,
18-Dec-16,45121.39,
19-Dec-16,44895.29,
20-Dec-16,44930.27,
21-Dec-16,44983.03,
22-Dec-16,45008.08,
23-Dec-16,45173.54,
24-Dec-16,45173.54,
25-Dec-16,45173.54,
26-Dec-16,44989.58,
27-Dec-16,45299.67,
28-Dec-16,45563.18,
29-Dec-16,45909.31,
30-Dec-16,45642.9,
31-Dec-16,45642.9,
1-Jan-17,45642.9,
2-Jan-17,45695.1,
3-Jan-17,46123.36,
4-Jan-17,46587.74,
5-Jan-17,46719.99,
6-Jan-17,46071.57,
7-Jan-17,46071.57,
8-Jan-17,46071.57,
9-Jan-17,45553.51,
10-Jan-17,45886.27,
11-Jan-17,45933.65,
12-Jan-17,46060.98,
13-Jan-17,46182.43,
14-Jan-17,46182.43,
15-Jan-17,46182.43,
16-Jan-17,45740.38,
17-Jan-17,46002.56,
18-Jan-17,46360.63,
19-Jan-17,46265.26,
20-Jan-17,46331.6,
21-Jan-17,46331.6,
22-Jan-17,46331.6,
23-Jan-17,47116.24,
24-Jan-17,48149.61,
25-Jan-17,48275.83,
26-Jan-17,47611.44,
27-Jan-17,47421.12,
28-Jan-17,47421.12,
29-Jan-17,47421.12,
30-Jan-17,47091.82,
31-Jan-17,47001.06,
1-Feb-17,47009.51,
2-Feb-17,47095.07,
3-Feb-17,47225.1,
4-Feb-17,47225.1,
5-Feb-17,47225.1,
6-Feb-17,47225.1,
7-Feb-17,46728.95,
8-Feb-17,46921.71,
9-Feb-17,47232.17,
10-Feb-17,47797.04,
11-Feb-17,47797.04,
12-Feb-17,47797.04,
13-Feb-17,47661.69,
14-Feb-17,47391.24,
15-Feb-17,47161.74,
16-Feb-17,47293.85,
17-Feb-17,47164.71,
18-Feb-17,47164.71,
19-Feb-17,47164.71,
20-Feb-17,47083.81,
21-Feb-17,47614.99,
22-Feb-17,47195.68,
23-Feb-17,47206.36,
24-Feb-17,47047.67,
25-Feb-17,47047.67,
26-Feb-17,47047.67,
27-Feb-17,47349.2,
28-Feb-17,46856.79,
1-Mar-17,47454.15,
2-Mar-17,47288.66,
3-Mar-17,47414.57,
4-Mar-17,47414.57,
5-Mar-17,47414.57,
6-Mar-17,47883.59,
7-Mar-17,47419.16,
8-Mar-17,47539.22,
9-Mar-17,47263.92,
10-Mar-17,47102.31,
11-Mar-17,47102.31,
12-Mar-17,47102.31,
13-Mar-17,47101.14,
14-Mar-17,47087.97,
15-Mar-17,47470.31,
16-Mar-17,48056.56,
17-Mar-17,48593.44,
18-Mar-17,48593.44,
19-Mar-17,48593.44,
20-Mar-17,48593.44,
21-Mar-17,48589.05,
22-Mar-17,48487.3,
23-Mar-17,48676.91,
24-Mar-17,49083.85,
25-Mar-17,49083.85,
26-Mar-17,49083.85,
27-Mar-17,49312.99,
28-Mar-17,49339.24,
29-Mar-17,49036.52,
30-Mar-17,48863.3,
31-Mar-17,48541.56,
1-Apr-17,48541.56,
2-Apr-17,48541.56,
3-Apr-17,48819.07,
4-Apr-17,49342.77,
5-Apr-17,49207.61,
6-Apr-17,49012.42,
7-Apr-17,49343.64,
8-Apr-17,49343.64,
9-Apr-17,49343.64,
10-Apr-17,49540.26,
11-Apr-17,49637.93,
12-Apr-17,48955.82,
13-Apr-17,48955.82,
14-Apr-17,48955.82,
15-Apr-17,48955.82,
16-Apr-17,48955.82,
17-Apr-17,49011.56,
18-Apr-17,48762.53,
19-Apr-17,48873.84,
20-Apr-17,49144.96,
21-Apr-17,48967.83,
22-Apr-17,48967.83,
23-Apr-17,48967.83,
24-Apr-17,49413.26,
25-Apr-17,49808.05,
26-Apr-17,49565.16,
27-Apr-17,49440.96,
28-Apr-17,49261.33,
29-Apr-17,49261.33,
30-Apr-17,49261.33,
1-May-17,49261.33,
2-May-17,49588.84,
3-May-17,49099.98,
4-May-17,48998.11,
5-May-17,49485.67,
6-May-17,49485.67,
7-May-17,49485.67,
8-May-17,49505.86,
9-May-17,49939.47,
10-May-17,49930.54,
11-May-17,49530.53,
12-May-17,49426.08,
13-May-17,49426.08,
14-May-17,49426.08,
15-May-17,49678.96,
16-May-17,49459.62,
17-May-17,48747.95,
18-May-17,48322.24,
19-May-17,49067.47,
20-May-17,49067.47,
21-May-17,49067.47,
22-May-17,48943.46,
23-May-17,49042.52,
24-May-17,49494.4,
25-May-17,49410.92,
26-May-17,49674.92,
27-May-17,49674.92,
28-May-17,49674.92,
29-May-17,49450.48,
30-May-17,49277.95,
31-May-17,48788.44,
1-Jun-17,49101.64,
2-Jun-17,49317.38,
3-Jun-17,49317.38,
4-Jun-17,49317.38,
5-Jun-17,49592.49,
6-Jun-17,49218.62,
7-Jun-17,49274.97,
8-Jun-17,49087.46,
9-Jun-17,49081.73,
10-Jun-17,49081.73,
11-Jun-17,49081.73,
12-Jun-17,49128.76,
13-Jun-17,49026.83,
14-Jun-17,49291.03,
15-Jun-17,49139.7,
16-Jun-17,49221.03,
17-Jun-17,49221.03,
18-Jun-17,49221.03,
19-Jun-17,49169.57,
20-Jun-17,49033.05,
21-Jun-17,48983.45,
22-Jun-17,49017.43,
23-Jun-17,48980.78,
24-Jun-17,48980.78,
25-Jun-17,48980.78,
26-Jun-17,49165.67,
27-Jun-17,49087.74,
28-Jun-17,49340.11,
29-Jun-17,49198.13,
30-Jun-17,49857.49,
1-Jul-17,49857.49,
2-Jul-17,49857.49,
3-Jul-17,50109.16,
4-Jul-17,50041.58,
5-Jul-17,50300.8,
6-Jul-17,50015.68,
7-Jul-17,50059.02,
8-Jul-17,50059.02,
9-Jul-17,50059.02,
10-Jul-17,50616.81,
11-Jul-17,50510.23,
12-Jul-17,50809.77,
13-Jul-17,50968.76,
14-Jul-17,51162.23,
15-Jul-17,51162.23,
16-Jul-17,51162.23,
17-Jul-17,51332.29,
18-Jul-17,51099.71,
19-Jul-17,51086.93,
20-Jul-17,51144.14,
21-Jul-17,51564.62,
22-Jul-17,51564.62,
23-Jul-17,51564.62,
24-Jul-17,51665.66,
25-Jul-17,51713.38,
26-Jul-17,51600.26,
27-Jul-17,51257.36,
28-Jul-17,51213.6,
29-Jul-17,51213.6,
30-Jul-17,51213.6,
31-Jul-17,51011.88,
1-Aug-17,51195,
2-Aug-17,51200.13,
3-Aug-17,51293.07,
4-Aug-17,51328.29,
5-Aug-17,51328.29,
6-Aug-17,51328.29,
7-Aug-17,51389.27,
8-Aug-17,51328.75,
9-Aug-17,51237.5,
10-Aug-17,50906.84,
11-Aug-17,50645.1,
12-Aug-17,50645.1,
13-Aug-17,50645.1,
14-Aug-17,51167.47,
15-Aug-17,51339.29,
16-Aug-17,51156.67,
17-Aug-17,50994.18,
18-Aug-17,51075.46,
19-Aug-17,51075.46,
20-Aug-17,51075.46,
21-Aug-17,51241.11,
22-Aug-17,51332.98,
23-Aug-17,51280.18,
24-Aug-17,51470.06,
25-Aug-17,51373.23,
26-Aug-17,51373.23,
27-Aug-17,51373.23,
28-Aug-17,51266.71,
29-Aug-17,51313.66,
30-Aug-17,51193.52,
31-Aug-17,51210.48,
1-Sep-17,51080.85,
2-Sep-17,51080.85,
3-Sep-17,51080.85,
4-Sep-17,50825.77,
5-Sep-17,50301.39,
6-Sep-17,50515.6,
7-Sep-17,50249.12,
8-Sep-17,50083.8,
9-Sep-17,50083.8,
10-Sep-17,50083.8,
11-Sep-17,50359.32,
12-Sep-17,50480.96,
13-Sep-17,50164.88,
14-Sep-17,50107.86,
15-Sep-17,49921.84,
16-Sep-17,49921.84,
17-Sep-17,49921.84,
18-Sep-17,50258.42,
19-Sep-17,50265.46,
20-Sep-17,50363.95,
21-Sep-17,50545.75,
22-Sep-17,50313.51,
23-Sep-17,50313.51,
24-Sep-17,50313.51,
25-Sep-17,50368.17,
26-Sep-17,50359.47,
27-Sep-17,50169.13,
28-Sep-17,50137,
29-Sep-17,50346.06,
30-Sep-17,50346.06,
1-Oct-17,50346.06,
2-Oct-17,50501.16,
3-Oct-17,50615.29,
4-Oct-17,50565.29,
5-Oct-17,50480.92,
6-Oct-17,50302.96,
7-Oct-17,50302.96,
8-Oct-17,50302.96,
9-Oct-17,50071.94,
10-Oct-17,49982.93,
11-Oct-17,50139.68,
12-Oct-17,49962.79,
13-Oct-17,49981.94,
14-Oct-17,49981.94,
15-Oct-17,49981.94,
16-Oct-17,49721.02,
17-Oct-17,50140.52,
18-Oct-17,49938.98,
19-Oct-17,50000.25,
20-Oct-17,49988.71,
21-Oct-17,49988.71,
22-Oct-17,49988.71,
23-Oct-17,49548.13,
24-Oct-17,50157.22,
25-Oct-17,48876.46,
26-Oct-17,48986.84,
27-Oct-17,49209.58,
28-Oct-17,49209.58,
29-Oct-17,49209.58,
30-Oct-17,48855.27,
31-Oct-17,48625.53,
1-Nov-17,48334.45,
2-Nov-17,48334.45,
3-Nov-17,48534.84,
4-Nov-17,48534.84,
5-Nov-17,48534.84,
6-Nov-17,48967.01,
7-Nov-17,49004.52,
8-Nov-17,48835.69,
9-Nov-17,48713.51,
10-Nov-17,48028.3,
11-Nov-17,48028.3,
12-Nov-17,48028.3,
13-Nov-17,48002.43,
14-Nov-17,47873.65,
15-Nov-17,47690.8,
16-Nov-17,47747.69,
17-Nov-17,47857.14,
18-Nov-17,47857.14,
19-Nov-17,47857.14,
20-Nov-17,47857.14,
21-Nov-17,48185.71,
22-Nov-17,48196.89,
23-Nov-17,48136.24,
24-Nov-17,47941.88,
25-Nov-17,47941.88,
26-Nov-17,47941.88,
27-Nov-17,47275.32,
28-Nov-17,47229.16,
29-Nov-17,47622.93,
30-Nov-17,47092.45,
1-Dec-17,47265.3,
2-Dec-17,47265.3,
3-Dec-17,47265.3,
4-Dec-17,47161.32,
5-Dec-17,47462.79,
6-Dec-17,46973.3,
7-Dec-17,46987.01,
8-Dec-17,47572.86,
9-Dec-17,47572.86,
10-Dec-17,47572.86,
11-Dec-17,47699.04,
12-Dec-17,47699.04,
13-Dec-17,48276.72,
14-Dec-17,48222.38,
15-Dec-17,48081.55,
16-Dec-17,48081.55,
17-Dec-17,48081.55,
18-Dec-17,48634.54,
19-Dec-17,48403.03,
20-Dec-17,48390.39,
21-Dec-17,48503.31,
22-Dec-17,48387.93,
23-Dec-17,48387.93,
24-Dec-17,48387.93,
25-Dec-17,48387.93,
26-Dec-17,48451.33,
27-Dec-17,48652.56,
28-Dec-17,48861.95,
29-Dec-17,49354.42,
30-Dec-17,49354.42,
31-Dec-17,49354.42,
1-Jan-18,49354.42,
2-Jan-18,50033.95,
3-Jan-18,49782.23,
4-Jan-18,49744.62,
5-Jan-18,49887.75,
6-Jan-18,49887.75,
7-Jan-18,49887.75,
8-Jan-18,49995.57,
9-Jan-18,49701.37,
10-Jan-18,48785.25,
11-Jan-18,48799.39,
12-Jan-18,49135.91,
13-Jan-18,49135.91,
14-Jan-18,49135.91,
15-Jan-18,49387.29,
16-Jan-18,49491.72,
17-Jan-18,49732.3,
18-Jan-18,49911.97,
19-Jan-18,49695.56,
20-Jan-18,49695.56,
21-Jan-18,49695.56,
22-Jan-18,49974.48,
23-Jan-18,50260.25,
24-Jan-18,50746.93,
25-Jan-18,50777.9,
26-Jan-18,51065.49,
27-Jan-18,51065.49,
28-Jan-18,51065.49,
29-Jan-18,50636.32,
30-Jan-18,50382.86,
31-Jan-18,50456.17,
1-Feb-18,50591.15,
2-Feb-18,50395.84,
3-Feb-18,50395.84,
4-Feb-18,50395.84,
5-Feb-18,50395.84,
6-Feb-18,49304.94,
7-Feb-18,48976.45,
8-Feb-18,47862.1,
9-Feb-18,47799.09,
10-Feb-18,47799.09,
11-Feb-18,47799.09,
12-Feb-18,47830.49,
13-Feb-18,47926.73,
14-Feb-18,48400.75,
15-Feb-18,48808.39,
16-Feb-18,48882.78,
17-Feb-18,48882.78,
18-Feb-18,48882.78,
19-Feb-18,48928.48,
20-Feb-18,48685.19,
21-Feb-18,48535.59,
22-Feb-18,48969.64,
23-Feb-18,48643.43,
24-Feb-18,48643.43,
25-Feb-18,48643.43,
26-Feb-18,48463.44,
27-Feb-18,47970.18,
28-Feb-18,47437.93,
1-Mar-18,47599.42,
2-Mar-18,47548.11,
3-Mar-18,47548.11,
4-Mar-18,47548.11,
5-Mar-18,47720.91,
6-Mar-18,47884.63,
7-Mar-18,47662.12,
8-Mar-18,48240,
9-Mar-18,48556.45,
10-Mar-18,48556.45,
11-Mar-18,48556.45,
12-Mar-18,48671.29,
13-Mar-18,48557.01,
14-Mar-18,48156.44,
15-Mar-18,47817.05,
16-Mar-18,47477.58,
17-Mar-18,47477.58,
18-Mar-18,47477.58,
19-Mar-18,47477.58,
20-Mar-18,47076.51,
21-Mar-18,47521.84,
22-Mar-18,47361.04,
23-Mar-18,46515.93,
24-Mar-18,46515.93,
25-Mar-18,46515.93,
26-Mar-18,46858.46,
27-Mar-18,46793.58,
28-Mar-18,46124.85,
29-Mar-18,46124.85,
30-Mar-18,46124.85,
31-Mar-18,46124.85,
1-Apr-18,46124.85,
2-Apr-18,45826.64,
3-Apr-18,46684.06,
4-Apr-18,47457.46,
5-Apr-18,47951.75,
6-Apr-18,47926.11,
7-Apr-18,47926.11,
8-Apr-18,47926.11,
9-Apr-18,48058.96,
10-Apr-18,48331.51,
11-Apr-18,48532.14,
12-Apr-18,48782.56,
13-Apr-18,48768.3,
14-Apr-18,48768.3,
15-Apr-18,48768.3,
16-Apr-18,48434.39,
17-Apr-18,48933.61,
18-Apr-18,49090.74,
19-Apr-18,48745.28,
20-Apr-18,48431.58,
21-Apr-18,48431.58,
22-Apr-18,48431.58,
23-Apr-18,48442.22,
24-Apr-18,48046.8,
25-Apr-18,48058.21,
26-Apr-18,48297.71,
27-Apr-18,48284.61,
28-Apr-18,48284.61,
29-Apr-18,48284.61,
30-Apr-18,48358.16,
1-May-18,48358.16,
2-May-18,47809.98,
3-May-18,47094.13,
4-May-18,46992.17,
5-May-18,46992.17,
6-May-18,46992.17,
7-May-18,46474.7,
8-May-18,46719.51,
9-May-18,46294.43,
10-May-18,46551.55,
11-May-18,46728.92,
12-May-18,46728.92,
13-May-18,46728.92,
14-May-18,46519.29,
15-May-18,46258.96,
16-May-18,46419.77,
17-May-18,45787.9,
18-May-18,45666.77,
19-May-18,45666.77,
20-May-18,45666.77,
21-May-18,45305.02,
22-May-18,45600.87,
23-May-18,45776.69,
24-May-18,45433.09,
25-May-18,45091.99,
26-May-18,45091.99,
27-May-18,45091.99,
28-May-18,44851.05,
29-May-18,44647.37,
30-May-18,44715.88,
31-May-18,44662.55,
1-Jun-18,45013.13,
2-Jun-18,45013.13,
3-Jun-18,45013.13,
4-Jun-18,45243.98,
5-Jun-18,45130.7,
6-Jun-18,45181.82,
7-Jun-18,45476.57,
8-Jun-18,45939.54,
9-Jun-18,45939.54,
10-Jun-18,45939.54,
11-Jun-18,46301.14,
12-Jun-18,46660.75,
13-Jun-18,46760.58,
14-Jun-18,47197.24,
15-Jun-18,46938.82,
16-Jun-18,46938.82,
17-Jun-18,46938.82,
18-Jun-18,46660.86,
19-Jun-18,46488.38,
20-Jun-18,46759.41,
21-Jun-18,46456.91,
22-Jun-18,46737.64,
23-Jun-18,46737.64,
24-Jun-18,46737.64,
25-Jun-18,46747.85,
26-Jun-18,46908.94,
27-Jun-18,46874.43,
28-Jun-18,47031.27,
29-Jun-18,47663.2,
30-Jun-18,47663.2,
1-Jul-18,47663.2,
2-Jul-18,46653.52,
3-Jul-18,47053.89,
4-Jul-18,47318.52,
5-Jul-18,48562.65,
6-Jul-18,48981.41,
7-Jul-18,48981.41,
8-Jul-18,48981.41,
9-Jul-18,49235.8,
10-Jul-18,48990.92,
11-Jul-18,49025.15,
12-Jul-18,48696.3,
13-Jul-18,48406.01,
14-Jul-18,48406.01,
15-Jul-18,48406.01,
16-Jul-18,48454.21,
17-Jul-18,48704.63,
18-Jul-18,49002.77,
19-Jul-18,48747.79,
20-Jul-18,48908.24,
21-Jul-18,48908.24,
22-Jul-18,48908.24,
23-Jul-18,48850.93,
24-Jul-18,49462.77,
25-Jul-18,49603.65,
26-Jul-18,49438.24,
27-Jul-18,49643.94,
28-Jul-18,49643.94,
29-Jul-18,49643.94,
30-Jul-18,49705.28,
31-Jul-18,49698.01,
1-Aug-18,49449.44,
2-Aug-18,49056.04,
3-Aug-18,49302.57,
4-Aug-18,49302.57,
5-Aug-18,49302.57,
6-Aug-18,49320.21,
7-Aug-18,49963.87,
8-Aug-18,49894.57,
9-Aug-18,49244.4,
10-Aug-18,48383.59,
11-Aug-18,48383.59,
12-Aug-18,48383.59,
13-Aug-18,48767.02,
14-Aug-18,49096.13,
15-Aug-18,48556.69,
16-Aug-18,48059.06,
17-Aug-18,48264.63,
18-Aug-18,48264.63,
19-Aug-18,48264.63,
20-Aug-18,48785.48,
21-Aug-18,49344.05,
22-Aug-18,49880.34,
23-Aug-18,49749.56,
24-Aug-18,49633.77,
25-Aug-18,49633.77,
26-Aug-18,49633.77,
27-Aug-18,50416.27,
28-Aug-18,50023.98,
29-Aug-18,50187.48,
30-Aug-18,49653.14,
31-Aug-18,49547.68,
1-Sep-18,49547.68,
2-Sep-18,49547.68,
3-Sep-18,49488.48,
4-Sep-18,48884.17,
5-Sep-18,48595.37,
6-Sep-18,48711.85,
7-Sep-18,48971.14,
8-Sep-18,48971.14,
9-Sep-18,48971.14,
10-Sep-18,48848.74,
11-Sep-18,48895.8,
12-Sep-18,49254.98,
13-Sep-18,49693.21,
14-Sep-18,49611.93,
15-Sep-18,49611.93,
16-Sep-18,49611.93,
17-Sep-18,49398.57,
18-Sep-18,49661.83,
19-Sep-18,49590.79,
20-Sep-18,49510.78,
21-Sep-18,49344.29,
22-Sep-18,49344.29,
23-Sep-18,49344.29,
24-Sep-18,49417.22,
25-Sep-18,49651.55,
26-Sep-18,49606.07,
27-Sep-18,49646.91,
28-Sep-18,49504.16,
29-Sep-18,49504.16,
30-Sep-18,49504.16,
1-Oct-18,49841.47,
2-Oct-18,49376.5,
3-Oct-18,49005.35,
4-Oct-18,48683.26,
5-Oct-18,48052.85,
6-Oct-18,48052.85,
7-Oct-18,48052.85,
8-Oct-18,48093.1,
