"","fechaPred","varHist","varHistPonde"
"1625","15-Jun-20",2.49314409988156,3.6749472576428
"1628","16-Jun-20",2.49314409988156,3.6749472576428
"1629","17-Jun-20",2.49314409988156,3.6749472576428
"1630","18-Jun-20",2.49314409988156,3.42734078290124
"1631","19-Jun-20",2.49314409988156,3.42734078290124
"1632","22-Jun-20",2.49314409988156,3.42734078290124
"1635","23-Jun-20",2.49314409988156,3.42734078290124
"1636","24-Jun-20",2.49314409988156,3.42734078290124
"1637","25-Jun-20",2.49314409988156,3.42734078290124
"1638","26-Jun-20",2.49314409988156,3.42734078290124
"1639","29-Jun-20",2.49314409988156,3.42734078290124
"1642","30-Jun-20",2.49314409988156,3.42734078290124
"1643","1-Jul-20",2.49314409988156,3.26178191122788
"1644","2-Jul-20",2.49314409988156,3.26178191122788
"1645","3-Jul-20",2.49314409988156,2.89307057759295
"1646","6-Jul-20",2.49314409988156,2.89307057759295
"1649","7-Jul-20",2.49314409988156,2.89307057759295
"1650","8-Jul-20",2.49314409988156,2.89307057759295
"1651","9-Jul-20",2.49314409988156,2.89307057759295
"1652","10-Jul-20",2.49314409988156,2.89307057759295
"1653","13-Jul-20",2.49314409988156,2.67930905015442
"1656","14-Jul-20",2.49314409988156,2.67930905015442
"1657","15-Jul-20",2.49314409988156,2.59818937535549
"1658","16-Jul-20",2.49314409988156,2.59818937535549
"1659","17-Jul-20",2.49314409988156,2.59818937535549
"1660","20-Jul-20",2.49314409988156,2.52817971755969
"1663","21-Jul-20",2.49314409988156,2.52817971755969
"1664","22-Jul-20",2.49314409988156,2.5187340940871
"1665","23-Jul-20",2.49314409988156,2.47220683189521
"1666","24-Jul-20",2.49314409988156,2.37441248489903
"1667","27-Jul-20",2.49314409988156,2.37441248489903
"1670","28-Jul-20",2.49314409988156,2.37441248489903
"1671","29-Jul-20",2.49314409988156,2.37441248489903
"1672","30-Jul-20",2.49314409988156,2.37441248489903
"1673","31-Jul-20",2.49314409988156,2.37441248489903
"1674","3-Aug-20",2.49314409988156,2.37441248489903
"1677","4-Aug-20",2.49314409988156,2.28372145851827
"1678","5-Aug-20",2.49314409988156,2.26708271305317
"1679","6-Aug-20",2.49314409988156,2.22185448605753
"1680","7-Aug-20",2.49314409988156,1.94181791015686
"1681","10-Aug-20",2.49314409988156,1.94181791015686
"1684","11-Aug-20",2.49314409988156,1.94181791015686
"1685","12-Aug-20",2.49314409988156,1.94181791015686
"1686","13-Aug-20",2.49314409988156,1.94181791015686
"1687","14-Aug-20",2.49314409988156,1.85231891199016
"1688","17-Aug-20",2.49314409988156,1.85231891199016
"1691","18-Aug-20",2.49314409988156,1.85231891199016
"1692","19-Aug-20",2.49314409988156,1.85231891199016
"1693","20-Aug-20",2.49314409988156,1.85231891199016
"1694","21-Aug-20",2.49314409988156,1.85231891199016
"1695","24-Aug-20",2.49314409988156,1.85231891199016
"1698","25-Aug-20",2.49314409988156,1.85231891199016
"1699","26-Aug-20",2.49314409988156,1.77844119753105
"1700","27-Aug-20",2.49314409988156,1.71069154999873
"1701","28-Aug-20",2.49314409988156,1.59202644896164
"1702","31-Aug-20",2.49314409988156,1.59202644896164
"1705","1-Sep-20",2.52298462464977,2.52817971755969
"1706","2-Sep-20",2.52298462464977,2.47220683189521
"1707","3-Sep-20",2.52298462464977,2.37441248489903
"1708","4-Sep-20",2.52298462464977,2.37441248489903
"1709","7-Sep-20",2.52298462464977,2.37441248489903
"1712","8-Sep-20",2.52298462464977,2.26708271305317
"1713","9-Sep-20",2.52298462464977,1.94181791015686
"1714","10-Sep-20",2.52298462464977,1.94181791015686
"1715","11-Sep-20",2.52298462464977,1.94181791015686
"1716","14-Sep-20",2.52298462464977,1.85231891199016
"1719","15-Sep-20",2.52298462464977,1.85231891199016
"1720","17-Sep-20",2.52298462464977,1.85231891199016
"1722","18-Sep-20",2.52298462464977,1.85231891199016
"1723","21-Sep-20",2.52298462464977,1.77844119753105
"1726","22-Sep-20",2.52298462464977,1.69868229418489
"1727","23-Sep-20",2.52298462464977,1.69868229418489
"1728","24-Sep-20",2.52298462464977,1.69868229418489
"1729","25-Sep-20",2.52298462464977,1.69868229418489
"1730","28-Sep-20",2.52298462464977,1.69868229418489
"1733","29-Sep-20",2.52298462464977,1.69868229418489
"1734","30-Sep-20",2.52298462464977,1.69868229418489
"1735","1-Oct-20",2.52298462464977,1.69868229418489
"1736","2-Oct-20",2.52298462464977,2.24773517238973
"1737","5-Oct-20",2.52298462464977,2.24773517238973
"1740","6-Oct-20",2.52298462464977,2.24773517238973
"1741","7-Oct-20",2.52298462464977,2.24773517238973
"1742","8-Oct-20",2.52298462464977,2.24773517238973
"1743","9-Oct-20",2.52298462464977,2.24773517238973
"1744","12-Oct-20",2.52298462464977,2.24773517238973
"1747","13-Oct-20",2.52298462464977,1.94181791015686
"1748","14-Oct-20",2.52298462464977,1.85231891199016
"1749","15-Oct-20",2.52298462464977,1.85231891199016
"1750","16-Oct-20",2.52298462464977,1.85231891199016
"1751","19-Oct-20",2.52298462464977,1.69868229418489
"1754","20-Oct-20",2.52298462464977,1.69868229418489
"1755","21-Oct-20",2.52298462464977,1.69868229418489
"1756","22-Oct-20",2.52298462464977,1.69868229418489
"1757","23-Oct-20",2.52298462464977,1.69868229418489
"1758","26-Oct-20",2.52298462464977,1.69868229418489
"1761","27-Oct-20",2.52298462464977,1.69868229418489
"1762","28-Oct-20",2.52298462464977,1.64217092788865
"1763","29-Oct-20",2.52298462464977,1.64217092788865
"1764","30-Oct-20",2.52298462464977,1.64217092788865
"1765","3-Nov-20",2.52298462464977,1.64217092788865
"1769","4-Nov-20",2.52298462464977,1.64217092788865
"1770","5-Nov-20",2.52298462464977,1.64217092788865
"1771","6-Nov-20",2.52298462464977,1.64217092788865
"1772","9-Nov-20",2.52298462464977,1.64217092788865
"1775","10-Nov-20",2.52298462464977,1.61181243582359
"1776","11-Nov-20",2.52298462464977,1.61181243582359
"1777","12-Nov-20",2.52298462464977,1.61181243582359
"1778","13-Nov-20",2.52298462464977,1.61181243582359
"1779","17-Nov-20",2.52298462464977,1.61181243582359
"1783","18-Nov-20",2.52298462464977,1.61181243582359
"1784","19-Nov-20",2.52298462464977,1.61181243582359
"1785","20-Nov-20",2.52298462464977,1.61181243582359
"1786","23-Nov-20",2.52298462464977,1.61181243582359
"1789","24-Nov-20",2.52298462464977,1.61181243582359
"1790","25-Nov-20",2.52298462464977,1.61181243582359
"1791","26-Nov-20",2.52298462464977,1.61181243582359
"1792","27-Nov-20",2.52298462464977,1.61181243582359
"1793","30-Nov-20",2.52298462464977,1.75577909163393
"1796","1-Dec-20",2.52298462464977,1.69868229418489
"1797","2-Dec-20",2.52298462464977,1.69868229418489
"1798","3-Dec-20",2.52298462464977,1.69868229418489
"1799","4-Dec-20",2.52298462464977,1.64217092788865
"1800","7-Dec-20",2.52298462464977,1.64217092788865
"1803","8-Dec-20",2.52298462464977,1.64217092788865
"1804","9-Dec-20",2.52298462464977,1.64217092788865
"1805","10-Dec-20",2.52298462464977,1.61181243582359
"1806","11-Dec-20",2.52298462464977,1.61181243582359
"1807","14-Dec-20",2.52298462464977,1.61181243582359
"1810","15-Dec-20",2.52298462464977,1.61181243582359
"1811","16-Dec-20",2.52298462464977,1.61181243582359
"1812","17-Dec-20",2.52298462464977,1.61181243582359
"1813","18-Dec-20",2.52298462464977,1.61181243582359
"1814","21-Dec-20",2.52298462464977,1.61181243582359
"1817","22-Dec-20",2.52298462464977,1.59674357153562
"1818","23-Dec-20",2.52298462464977,1.59674357153562
"1819","24-Dec-20",2.52298462464977,1.59674357153562
"1820","28-Dec-20",2.52298462464977,1.59674357153562
"1824","29-Dec-20",2.52298462464977,1.59674357153562
"1825","30-Dec-20",2.52298462464977,1.59674357153562
"1826","31-Dec-20",2.52298462464977,1.59202644896164
"1827","4-Jan-21",2.52298462464977,1.56048736812848
"1831","5-Jan-21",2.52298462464977,1.55698020500808
"1832","6-Jan-21",2.52298462464977,1.55698020500808
"1833","7-Jan-21",2.52298462464977,1.50158998677411
"1834","8-Jan-21",2.52298462464977,1.50158998677411
"1835","11-Jan-21",2.52298462464977,1.50158998677411
"1838","12-Jan-21",2.52298462464977,1.50158998677411
"1839","13-Jan-21",2.52298462464977,1.50158998677411
"1840","14-Jan-21",2.52298462464977,1.50158998677411
"1841","15-Jan-21",2.52298462464977,1.50158998677411
"1842","18-Jan-21",2.52298462464977,1.50158998677411
"1845","19-Jan-21",2.52298462464977,1.50158998677411
"1846","20-Jan-21",2.52298462464977,1.64217092788865
"1847","21-Jan-21",2.52298462464977,1.64217092788865
"1848","22-Jan-21",2.52298462464977,1.61181243582359
"1849","25-Jan-21",2.52298462464977,1.61181243582359
"1852","26-Jan-21",2.52298462464977,1.61181243582359
"1853","27-Jan-21",2.52298462464977,1.59674357153562
"1854","28-Jan-21",2.52298462464977,1.77252571819792
"1855","29-Jan-21",2.52298462464977,1.77252571819792
"1856","2-Feb-21",2.54038150662635,2.09376673815262
"1860","3-Feb-21",2.54038150662635,2.09376673815262
"1861","4-Feb-21",2.54038150662635,2.09376673815262
"1862","5-Feb-21",2.54038150662635,2.09376673815262
"1863","8-Feb-21",2.54038150662635,2.09376673815262
"1866","9-Feb-21",2.54038150662635,2.09376673815262
"1867","10-Feb-21",2.54038150662635,1.77252571819792
"1868","11-Feb-21",2.54038150662635,1.77252571819792
"1869","12-Feb-21",2.54038150662635,1.77252571819792
"1870","15-Feb-21",2.54038150662635,1.77252571819792
"1873","16-Feb-21",2.54038150662635,1.77252571819792
"1874","17-Feb-21",2.54038150662635,1.77252571819792
"1875","18-Feb-21",2.54038150662635,1.77252571819792
"1876","19-Feb-21",2.54038150662635,1.77252571819792
"1877","22-Feb-21",2.54038150662635,1.77252571819792
"1880","23-Feb-21",2.54038150662635,1.77252571819792
"1881","24-Feb-21",2.54038150662635,1.77252571819792
"1882","25-Feb-21",2.54038150662635,1.77252571819792
"1883","26-Feb-21",2.54038150662635,1.88043655544871
"1884","1-Mar-21",2.54038150662635,1.88043655544871
"1887","2-Mar-21",2.52298462464977,1.88043655544871
"1888","3-Mar-21",2.52298462464977,1.88043655544871
"1889","4-Mar-21",2.52298462464977,1.88043655544871
"1890","5-Mar-21",2.52298462464977,1.88043655544871
"1891","8-Mar-21",2.52298462464977,1.88043655544871
"1894","9-Mar-21",2.52298462464977,1.88043655544871
"1895","10-Mar-21",2.52298462464977,1.88043655544871
"1896","11-Mar-21",2.43935720903366,1.77252571819792
"1897","12-Mar-21",2.43935720903366,1.77252571819792
"1898","16-Mar-21",2.43935720903366,1.77252571819792
"1902","17-Mar-21",2.30473996301891,1.77252571819792
"1903","18-Mar-21",2.30473996301891,1.77252571819792
"1904","19-Mar-21",2.16305253355931,1.77252571819792
"1905","22-Mar-21",2.01019488275495,1.77252571819792
"1908","23-Mar-21",2.01019488275495,1.75577909163393
"1909","24-Mar-21",1.90805816506738,1.75577909163393
"1910","25-Mar-21",1.86497185154651,1.64217092788865
"1911","26-Mar-21",1.86497185154651,1.61181243582359
"1912","29-Mar-21",1.86497185154651,1.59674357153562
"1915","30-Mar-21",1.86497185154651,1.50158998677411
"1916","31-Mar-21",1.80843265540442,1.50158998677411
"1917","5-Apr-21",1.80843265540442,1.50158998677411
"1922","6-Apr-21",1.80843265540442,1.48268644159121
"1923","7-Apr-21",1.76331507358772,1.48268644159121
"1924","8-Apr-21",1.76331507358772,1.48268644159121
"1925","9-Apr-21",1.76331507358772,1.48268644159121
"1926","12-Apr-21",1.76331507358772,1.48268644159121
"1929","13-Apr-21",1.76331507358772,1.48268644159121
"1930","14-Apr-21",1.76331507358772,1.44072657285715
"1931","15-Apr-21",1.76331507358772,1.44072657285715
"1932","16-Apr-21",1.76331507358772,1.41298895595459
"1933","19-Apr-21",1.73098094373457,1.41298895595459
"1936","20-Apr-21",1.73098094373457,1.41298895595459
"1937","21-Apr-21",1.73098094373457,1.3846385735037
"1938","22-Apr-21",1.73098094373457,1.3846385735037
"1939","23-Apr-21",1.72437585303695,1.3846385735037
"1940","26-Apr-21",1.72437585303695,1.3846385735037
"1943","27-Apr-21",1.72437585303695,1.3846385735037
"1944","28-Apr-21",1.72437585303695,1.3846385735037
"1945","29-Apr-21",1.72437585303695,1.3846385735037
"1946","30-Apr-21",1.72437585303695,1.3846385735037
"1947","3-May-21",1.76331507358772,1.77252571819792
"1950","4-May-21",1.76331507358772,1.77252571819792
"1951","5-May-21",1.76331507358772,1.64217092788865
"1952","6-May-21",1.76331507358772,1.59674357153562
"1953","7-May-21",1.76331507358772,1.50158998677411
"1954","10-May-21",1.76331507358772,1.48268644159121
"1957","11-May-21",1.76331507358772,1.48268644159121
"1958","12-May-21",1.76331507358772,1.48268644159121
"1959","13-May-21",1.79968113001761,1.83287107779723
"1960","14-May-21",1.76331507358772,1.83287107779723
"1961","17-May-21",1.76331507358772,1.83287107779723
"1964","18-May-21",1.76331507358772,1.83287107779723
"1965","19-May-21",1.76331507358772,1.83287107779723
"1966","20-May-21",1.72437585303695,1.83287107779723
"1967","21-May-21",1.72437585303695,1.83287107779723
"1968","24-May-21",1.72437585303695,1.83287107779723
"1971","25-May-21",1.72437585303695,1.83287107779723
"1972","26-May-21",1.72437585303695,1.83287107779723
"1973","27-May-21",1.72437585303695,1.77252571819792
"1974","28-May-21",1.72437585303695,1.77252571819792
"1975","31-May-21",1.72437585303695,1.61181243582359
"1978","1-Jun-21",1.72437585303695,1.50158998677411
"1979","2-Jun-21",1.72437585303695,1.48268644159121
"1980","3-Jun-21",1.72437585303695,1.48268644159121
"1981","4-Jun-21",1.72437585303695,1.41298895595459
"1982","7-Jun-21",1.72437585303695,1.3846385735037
"1985","8-Jun-21",1.72437585303695,1.3846385735037
"1986","9-Jun-21",1.72437585303695,1.3846385735037
"1987","10-Jun-21",1.66760104272196,1.3846385735037
"1988","11-Jun-21",1.62547375725287,1.3846385735037
"1989","14-Jun-21",1.6035245604652,1.35200965225573
"1992","15-Jun-21",1.6035245604652,1.35200965225573
"1993","16-Jun-21",1.6035245604652,1.35200965225573
"1994","17-Jun-21",1.6035245604652,1.35200965225573
"1995","18-Jun-21",1.6035245604652,1.35200965225573
"1996","21-Jun-21",1.6035245604652,1.35200965225573
"1999","22-Jun-21",1.6035245604652,1.2839994694546
"2000","23-Jun-21",1.6035245604652,1.2839994694546
"2001","24-Jun-21",1.6035245604652,1.2839994694546
"2002","25-Jun-21",1.6035245604652,1.2839994694546
"2003","28-Jun-21",1.6035245604652,1.2839994694546
"2006","29-Jun-21",1.6035245604652,1.2839994694546
"2007","30-Jun-21",1.6035245604652,1.2839994694546
"2008","1-Jul-21",1.6035245604652,1.2839994694546
"2009","2-Jul-21",1.6035245604652,1.2839994694546
"2010","5-Jul-21",1.6035245604652,1.2839994694546
"2013","6-Jul-21",1.6035245604652,1.23703847989494
"2014","7-Jul-21",1.6035245604652,1.20632496936918
"2015","8-Jul-21",1.6035245604652,1.20632496936918
"2016","9-Jul-21",1.6035245604652,1.16992453404094
"2017","12-Jul-21",1.59414915411993,1.16992453404094
"2020","13-Jul-21",1.59414915411993,1.16992453404094
"2021","14-Jul-21",1.59414915411993,1.15085313688693
"2022","15-Jul-21",1.59414915411993,1.15085313688693
"2023","16-Jul-21",1.59414915411993,1.09965783068926
"2024","19-Jul-21",1.59414915411993,1.09965783068926
"2027","20-Jul-21",1.6035245604652,1.3846385735037
"2028","21-Jul-21",1.6035245604652,1.3846385735037
"2029","22-Jul-21",1.6035245604652,1.35200965225573
"2030","23-Jul-21",1.6035245604652,1.35200965225573
"2031","26-Jul-21",1.6035245604652,1.30749436360345
"2034","27-Jul-21",1.6035245604652,1.2839994694546
"2035","28-Jul-21",1.6035245604652,1.2839994694546
"2036","29-Jul-21",1.6035245604652,1.2839994694546
"2037","30-Jul-21",1.6035245604652,1.2839994694546
"2038","2-Aug-21",1.6035245604652,1.49516574793436
"2041","3-Aug-21",1.6035245604652,1.49516574793436
"2042","4-Aug-21",1.6035245604652,1.49516574793436
"2043","5-Aug-21",1.6035245604652,1.49516574793436
"2044","6-Aug-21",1.6035245604652,1.49516574793436
"2045","9-Aug-21",1.6035245604652,1.49516574793436
"2048","10-Aug-21",1.6035245604652,1.49516574793436
"2049","11-Aug-21",1.6035245604652,1.49516574793436
"2050","12-Aug-21",1.6035245604652,1.49516574793436
"2051","13-Aug-21",1.6035245604652,1.49516574793436
"2052","16-Aug-21",1.6035245604652,1.3846385735037
"2055","17-Aug-21",1.6035245604652,1.35200965225573
"2056","18-Aug-21",1.6035245604652,1.35200965225573
"2057","19-Aug-21",1.6035245604652,1.2839994694546
"2058","20-Aug-21",1.62547375725287,1.72040177683663
"2059","23-Aug-21",1.62547375725287,1.72040177683663
"2062","24-Aug-21",1.62547375725287,1.64217092788865
"2063","25-Aug-21",1.62547375725287,1.49516574793436
"2064","26-Aug-21",1.62547375725287,1.49516574793436
"2065","27-Aug-21",1.62547375725287,1.49516574793436
"2066","30-Aug-21",1.62547375725287,1.49516574793436
"2069","31-Aug-21",1.62547375725287,1.49516574793436
"2070","1-Sep-21",1.6035245604652,1.49516574793436
"2071","2-Sep-21",1.62547375725287,1.72040177683663
"2072","3-Sep-21",1.62547375725287,1.72040177683663
"2073","6-Sep-21",1.6035245604652,1.72040177683663
"2076","7-Sep-21",1.6035245604652,1.72040177683663
"2077","8-Sep-21",1.6035245604652,1.72040177683663
"2078","9-Sep-21",1.6035245604652,1.72040177683663
"2079","10-Sep-21",1.6035245604652,1.72040177683663
"2080","13-Sep-21",1.6035245604652,1.72040177683663
"2083","14-Sep-21",1.6035245604652,1.72040177683663
"2084","15-Sep-21",1.6035245604652,1.72040177683663
"2085","17-Sep-21",1.6035245604652,1.72040177683663
"2087","20-Sep-21",1.6035245604652,1.72040177683663
"2090","21-Sep-21",1.6035245604652,1.7094515945094
"2091","22-Sep-21",1.6035245604652,1.7094515945094
"2092","23-Sep-21",1.6035245604652,1.7094515945094
"2093","24-Sep-21",1.6035245604652,1.7094515945094
"2094","27-Sep-21",1.6035245604652,1.7094515945094
"2097","28-Sep-21",1.6035245604652,1.7094515945094
"2098","29-Sep-21",1.6035245604652,1.7094515945094
"2099","30-Sep-21",1.6035245604652,1.7094515945094
"2100","1-Oct-21",1.6035245604652,1.7094515945094
"2101","4-Oct-21",1.54440909991679,1.7094515945094
"2104","5-Oct-21",1.54440909991679,1.7094515945094
"2105","6-Oct-21",1.54440909991679,1.7094515945094
"2106","7-Oct-21",1.54440909991679,1.7094515945094
"2107","8-Oct-21",1.54440909991679,1.7094515945094
"2108","11-Oct-21",1.54440909991679,1.7094515945094
"2111","12-Oct-21",1.54440909991679,1.49516574793436
"2112","13-Oct-21",1.54440909991679,1.49516574793436
"2113","14-Oct-21",1.54440909991679,1.49516574793436
"2114","15-Oct-21",1.54440909991679,1.49516574793436
"2115","18-Oct-21",1.54440909991679,1.47267639535937
"2118","19-Oct-21",1.54440909991679,1.47267639535937
"2119","20-Oct-21",1.54440909991679,1.47267639535937
"2120","21-Oct-21",1.54440909991679,1.47267639535937
"2121","22-Oct-21",1.54440909991679,1.47267639535937
"2122","25-Oct-21",1.54440909991679,1.47267639535937
"2125","26-Oct-21",1.54440909991679,1.47267639535937
"2126","27-Oct-21",1.54440909991679,1.47267639535937
"2127","28-Oct-21",1.54440909991679,1.47267639535937
"2128","29-Oct-21",1.49805665541225,1.47267639535937
"2129","1-Nov-21",1.48830212944562,1.31290105541389
"2132","3-Nov-21",1.48830212944562,1.31290105541389
"2134","4-Nov-21",1.48830212944562,1.31290105541389
"2135","5-Nov-21",1.48830212944562,1.31290105541389
"2136","8-Nov-21",1.48830212944562,1.31290105541389
"2139","9-Nov-21",1.48830212944562,1.31290105541389
"2140","10-Nov-21",1.48830212944562,1.31290105541389
"2141","11-Nov-21",1.48830212944562,1.31290105541389
"2142","12-Nov-21",1.48830212944562,1.31290105541389
"2143","16-Nov-21",1.48830212944562,1.2839994694546
"2147","17-Nov-21",1.48830212944562,1.09965783068926
"2148","18-Nov-21",1.48830212944562,1.03802420555344
"2149","19-Nov-21",1.48830212944562,1.0018006941627
"2150","22-Nov-21",1.48830212944562,0.967728311266512
"2153","23-Nov-21",1.48830212944562,0.946859203100791
"2154","24-Nov-21",1.48830212944562,0.946859203100791
"2155","25-Nov-21",1.48830212944562,0.946859203100791
"2156","26-Nov-21",1.48830212944562,0.946859203100791
"2157","29-Nov-21",1.49805665541225,1.49516574793436
"2160","30-Nov-21",1.48830212944562,1.47267639535937
"2161","1-Dec-21",1.48830212944562,1.47267639535937
"2162","2-Dec-21",1.48830212944562,1.47267639535937
"2163","3-Dec-21",1.48830212944562,1.47267639535937
"2164","6-Dec-21",1.48830212944562,1.47267639535937
"2167","7-Dec-21",1.48830212944562,1.31290105541389
"2168","8-Dec-21",1.48830212944562,1.31290105541389
"2169","9-Dec-21",1.48830212944562,1.31290105541389
"2170","10-Dec-21",1.48830212944562,1.31290105541389
"2171","13-Dec-21",1.48830212944562,1.2839994694546
"2174","14-Dec-21",1.49805665541225,1.56313187402969
"2175","15-Dec-21",1.49805665541225,1.56313187402969
"2176","16-Dec-21",1.49805665541225,1.56313187402969
"2177","17-Dec-21",1.49805665541225,1.56313187402969
"2178","20-Dec-21",1.49805665541225,1.56313187402969
"2181","21-Dec-21",1.49805665541225,1.56313187402969
"2182","22-Dec-21",1.49805665541225,1.56313187402969
"2183","23-Dec-21",1.48830212944562,1.56313187402969
"2184","24-Dec-21",1.48830212944562,1.56313187402969
"2185","27-Dec-21",1.48830212944562,1.49516574793436
"2188","28-Dec-21",1.48830212944562,1.47267639535937
"2189","29-Dec-21",1.48830212944562,1.47267639535937
"2190","30-Dec-21",1.48830212944562,1.45288428029026
"2191","31-Dec-21",1.48830212944562,1.45288428029026
"2192","3-Jan-22",1.48830212944562,1.45288428029026
"2195","4-Jan-22",1.48830212944562,1.45288428029026
"2196","5-Jan-22",1.48830212944562,1.45288428029026
"2197","6-Jan-22",1.48830212944562,1.45288428029026
"2198","7-Jan-22",1.48830212944562,1.45288428029026
"2199","10-Jan-22",1.48830212944562,1.45288428029026
"2202","11-Jan-22",1.48830212944562,1.45288428029026
"2203","12-Jan-22",1.48830212944562,1.45288428029026
"2204","13-Jan-22",1.48830212944562,1.45288428029026
"2205","14-Jan-22",1.48830212944562,1.45288428029026
"2206","17-Jan-22",1.48830212944562,1.45288428029026
"2209","18-Jan-22",1.47718091616369,1.31290105541389
"2210","19-Jan-22",1.47718091616369,1.38254476037041
"2211","20-Jan-22",1.47718091616369,1.38254476037041
"2212","21-Jan-22",1.47718091616369,1.38254476037041
"2213","24-Jan-22",1.48830212944562,1.56313187402969
"2216","25-Jan-22",1.48830212944562,1.56313187402969
"2217","26-Jan-22",1.47718091616369,1.56313187402969
"2218","27-Jan-22",1.47718091616369,1.56313187402969
"2219","28-Jan-22",1.46179073207136,1.56313187402969
"2220","31-Jan-22",1.46179073207136,1.47267639535937
"2223","1-Feb-22",1.46179073207136,1.45288428029026
"2224","2-Feb-22",1.46179073207136,1.45288428029026
"2225","3-Feb-22",1.46179073207136,1.45288428029026
"2226","4-Feb-22",1.47718091616369,1.72458388610747
"2227","8-Feb-22",1.47718091616369,1.72458388610747
"2231","9-Feb-22",1.47718091616369,1.72458388610747
"2232","10-Feb-22",1.46179073207136,1.72458388610747
"2233","11-Feb-22",1.46179073207136,1.72458388610747
"2234","14-Feb-22",1.46179073207136,1.72458388610747
"2237","15-Feb-22",1.48279660401811,1.72458388610747
"2238","16-Feb-22",1.48279660401811,1.72040177683663
"2239","17-Feb-22",1.48279660401811,1.69480409308622
"2240","18-Feb-22",1.52575050467725,1.74625476584397
"2241","21-Feb-22",1.52575050467725,1.74625476584397
"2244","22-Feb-22",1.52575050467725,1.74625476584397
"2245","23-Feb-22",1.52575050467725,1.72458388610747
"2246","24-Feb-22",1.52575050467725,1.82124312377915
"2247","25-Feb-22",1.52575050467725,1.82124312377915
"2248","28-Feb-22",1.52575050467725,1.82124312377915
"2251","1-Mar-22",1.52575050467725,1.82124312377915
"2252","2-Mar-22",1.52575050467725,1.82124312377915
"2253","3-Mar-22",1.52575050467725,1.82124312377915
"2254","4-Mar-22",1.52575050467725,1.82124312377915
"2255","7-Mar-22",1.52575050467725,1.82124312377915
"2258","8-Mar-22",1.62238437260513,1.91124906878221
"2259","9-Mar-22",1.62238437260513,1.91124906878221
"2260","10-Mar-22",1.62238437260513,1.91124906878221
"2261","11-Mar-22",1.62238437260513,1.91124906878221
"2262","14-Mar-22",1.62238437260513,1.91124906878221
"2265","15-Mar-22",1.62238437260513,1.82124312377915
"2266","16-Mar-22",1.62238437260513,1.82124312377915
"2267","17-Mar-22",1.62238437260513,1.82124312377915
"2268","18-Mar-22",1.62238437260513,1.82124312377915
"2269","22-Mar-22",1.62238437260513,1.82124312377915
"2273","23-Mar-22",1.62238437260513,1.82124312377915
"2274","24-Mar-22",1.62238437260513,1.82124312377915
"2275","25-Mar-22",1.62238437260513,1.82124312377915
"2276","28-Mar-22",1.62238437260513,1.82124312377915
"2279","29-Mar-22",1.62238437260513,1.82124312377915
"2280","30-Mar-22",1.62238437260513,1.74625476584397
"2281","31-Mar-22",1.62238437260513,1.74625476584397
"2282","1-Apr-22",1.62238437260513,1.74625476584397
"2283","4-Apr-22",1.62238437260513,1.74625476584397
"2286","5-Apr-22",1.62238437260513,1.74625476584397
"2287","6-Apr-22",1.62238437260513,1.72458388610747
"2288","7-Apr-22",1.62238437260513,1.72458388610747
"2289","8-Apr-22",1.62238437260513,1.72458388610747
"2290","11-Apr-22",1.62238437260513,1.72458388610747
"2293","12-Apr-22",1.62238437260513,1.72458388610747
"2294","13-Apr-22",1.62238437260513,1.72040177683663
"2295","18-Apr-22",1.62238437260513,1.69480409308622
"2300","19-Apr-22",1.62238437260513,1.69480409308622
"2301","20-Apr-22",1.62238437260513,1.69480409308622
"2302","21-Apr-22",1.62238437260513,1.69480409308622
"2303","22-Apr-22",1.62238437260513,1.69480409308622
"2304","25-Apr-22",1.62238437260513,1.56313187402969
"2307","26-Apr-22",1.62238437260513,1.48019372602211
"2308","27-Apr-22",1.62238437260513,1.48019372602211
"2309","28-Apr-22",1.62238437260513,1.48019372602211
"2310","29-Apr-22",1.52575050467725,1.48019372602211
"2311","2-May-22",1.62238437260513,1.82124312377915
"2314","3-May-22",1.62238437260513,1.82124312377915
"2315","4-May-22",1.63977188568242,1.82124312377915
"2316","5-May-22",1.63977188568242,1.82124312377915
"2317","6-May-22",1.70139546872665,1.77065661556065
"2318","9-May-22",1.71437917655665,1.97492702659427
"2321","10-May-22",1.71437917655665,1.97492702659427
"2322","11-May-22",1.70139546872665,1.97492702659427
"2323","12-May-22",1.70139546872665,1.97492702659427
"2324","13-May-22",1.70139546872665,1.97492702659427
"2325","16-May-22",1.70139546872665,1.97492702659427
"2328","17-May-22",1.70139546872665,1.97492702659427
"2329","18-May-22",1.70139546872665,1.97492702659427
"2330","19-May-22",1.71437917655665,2.10104013599542
"2331","20-May-22",1.71437917655665,2.10104013599542
"2332","23-May-22",1.71437917655665,2.10104013599542
"2335","24-May-22",1.71437917655665,2.10104013599542
"2336","25-May-22",1.71437917655665,2.06451060654987
"2337","26-May-22",1.71437917655665,1.97492702659427
"2338","27-May-22",1.71437917655665,1.97492702659427
"2339","30-May-22",1.71437917655665,1.97492702659427
"2342","31-May-22",1.71437917655665,1.97492702659427
"2343","1-Jun-22",1.71437917655665,1.97492702659427
"2344","2-Jun-22",1.71437917655665,1.97492702659427
"2345","3-Jun-22",1.71437917655665,1.97492702659427
"2346","6-Jun-22",1.71437917655665,1.97492702659427
"2349","7-Jun-22",1.71437917655665,1.97492702659427
"2350","8-Jun-22",1.71437917655665,1.97492702659427
